,text,emotion
11659,Müzik dinliyorum.,Nötr
11660,Yürüyüş yapmaya çıktım.,Nötr
11661,Bir şeyler yazıyorum.,Nötr
11662,Bir şeyler düşünüyorum.,Nötr
11663,Sadece zaman geçiriyorum.,Nötr
11664,İşler yolunda gidiyor.,Nötr
11665,Her şey normal.,Nötr
11666,Hiçbir şey olmuyor.,Nötr
11667,Burada bekliyorum.,Nötr
11668,Sadece bakıyorum.,Nötr
11669,Bir şey aramıyorum.,Nötr
11670,Sadece buradayım.,Nötr
11671,Her şey olduğu gibi.,Nötr
11672,Değişen bir şey yok.,Nötr
11673,Bu sadece bir cümle.,Nötr
11674,Bu bir ifade.,Nötr
11675,Bu sadece kelimeler.,Nötr
11676,Sadece konuşuyorum.,Nötr
11677,Bir şeyler söylüyorum.,Nötr
11678,Hiçbir şey kastetmiyorum.,Nötr
11679,Sadece anlatıyorum.,Nötr
11680,Sadece açıklıyorum.,Nötr
11681,Sadece tanımlıyorum.,Nötr
11682,Sadece rapor ediyorum.,Nötr
11683,Sadece not alıyorum.,Nötr
11684,Sadece kaydediyorum.,Nötr
11685,Sadece hatırlıyorum.,Nötr
11686,Sadece düşünüyorum.,Nötr
11687,Sadece varsayıyorum.,Nötr
11688,Sadece tahmin ediyorum.,Nötr
11689,Sadece öneriyorum.,Nötr
11690,Sadece tavsiye ediyorum.,Nötr
11691,Sadece soruyorum.,Nötr
11692,Sadece cevaplıyorum.,Nötr
11693,Sadece teyit ediyorum.,Nötr
11694,Sadece reddediyorum.,Nötr
11695,Sadece kabul ediyorum.,Nötr
11696,Sadece onaylıyorum.,Nötr
11697,Sadece katılıyorum.,Nötr
11698,Sadece karşı çıkıyorum.,Nötr
11699,Sadece sorguluyorum.,Nötr
11700,Sadece merak ediyorum.,Nötr
11701,Sadece gözlemliyorum.,Nötr
11702,Sadece inceliyorum.,Nötr
11703,Sadece analiz ediyorum.,Nötr
11704,Sadece değerlendiriyorum.,Nötr
11705,Sadece planlıyorum.,Nötr
11706,Sadece organize ediyorum.,Nötr
11707,Sadece yönetiyorum.,Nötr
11708,Sadece kontrol ediyorum.,Nötr
11709,Sadece düzeltiyorum.,Nötr
11710,Sadece iyileştiriyorum.,Nötr
11711,Sadece geliştiriyorum.,Nötr
11712,Sadece artırıyorum.,Nötr
11713,Sadece azaltıyorum.,Nötr
11714,Sadece bölüyorum.,Nötr
11715,Sadece çarpıyorum.,Nötr
11716,Sadece topluyorum.,Nötr
11717,Sadece çıkarıyorum.,Nötr
11718,Sadece dengeliyorum.,Nötr
11719,Sadece paylaştırıyorum.,Nötr
11720,Sadece birleştiriyorum.,Nötr
11721,Sadece ayırıyorum.,Nötr
11722,Sadece yapılandırıyorum.,Nötr
11723,Sadece bozuyorum.,Nötr
11724,Sadece geri alıyorum.,Nötr
11725,Sadece yeniden yapıyorum.,Nötr
11726,Sadece yeniliyorum.,Nötr
11727,Sadece güncelliyorum.,Nötr
11728,Sadece yüklüyorum.,Nötr
11729,Sadece indiriyorum.,Nötr
11730,Sadece gönderiyorum.,Nötr
11731,Sadece alıyorum.,Nötr
11732,Sadece tutuyorum.,Nötr
11733,Sadece bırakıyorum.,Nötr
11734,Sadece açıyorum.,Nötr
11735,Sadece kapatıyorum.,Nötr
11736,Sadece başlıyorum.,Nötr
11737,Sadece bitiriyorum.,Nötr
11738,Sadece duruyorum.,Nötr
11739,Sadece devam ediyorum.,Nötr
11740,Sadece bekliyorum.,Nötr
11741,Sadece gidiyorum.,Nötr
11742,Sadece geliyorum.,Nötr
11743,Sadece yaşıyorum.,Nötr
11744,Sadece ölüyorum.,Nötr
11745,Sadece varım.,Nötr
11746,Sadece yokum.,Nötr
11747,Sadece biliyorum.,Nötr
11748,Sadece bilmiyorum.,Nötr
11749,Sadece hatırlıyorum.,Nötr
11750,Sadece unutuyorum.,Nötr
11751,Sadece görüyorum.,Nötr
11752,Sadece körüm.,Nötr
11753,Sadece duyuyorum.,Nötr
11754,Sadece sağırım.,Nötr
11755,Sadece konuşuyorum.,Nötr
11756,Sadece susuyorum.,Nötr
11757,Bugün hava oldukça sakin.,Nötr
11758,Saat şu anda 14:30.,Nötr
11759,Bu sadece bir deneme.,Nötr
11760,Toplantı yarın yapılacak.,Nötr
11761,Raporlar inceleniyor.,Nötr
11762,Ofis sessiz görünüyor.,Nötr
11763,E-postaları kontrol ettim.,Nötr
11764,Proje devam ediyor.,Nötr
11765,Su içmek gerekiyor.,Nötr
11766,Yarın tatil.,Nötr
11767,Kitap okuyorum.,Nötr
11768,Müzik dinliyorum.,Nötr
11769,Bilgisayar çalışıyor.,Nötr
11770,Telefon çalıyor.,Nötr
11771,Kahve yaptım.,Nötr
11772,Çay demledim.,Nötr
11773,Ekmek aldım.,Nötr
11774,Süt bitti.,Nötr
11775,Araba park ettim.,Nötr
11776,Otobüs bekliyorum.,Nötr
11777,Tren geldi.,Nötr
11778,Uçak kalktı.,Nötr
11779,Gemi yanaştı.,Nötr
11780,Bisiklet sürüyorum.,Nötr
11781,Yürüyorum.,Nötr
11782,Koşuyorum.,Nötr
11783,Zıplıyorum.,Nötr
11784,Dans ediyorum.,Nötr
11785,Uyuyorum.,Nötr
11786,Uyanıyorum.,Nötr
11787,Yemek yiyorum.,Nötr
11788,Su içiyorum.,Nötr
11789,Elma yedim.,Nötr
11790,Armut yedim.,Nötr
11791,Karpuz yedim.,Nötr
11792,Muz yedim.,Nötr
11793,Çilek yedim.,Nötr
11794,Kiraz yedim.,Nötr
11795,Üzüm yedim.,Nötr
11796,Portakal yedim.,Nötr
11797,Limon yedim.,Nötr
11798,Greyfurt yedim.,Nötr
11799,Mandalina yedim.,Nötr
11800,Brokoli yedim.,Nötr
11801,Havuç yedim.,Nötr
11802,Salatalık yedim.,Nötr
11803,Domates yedim.,Nötr
11804,Biber yedim.,Nötr
11805,Soğan yedim.,Nötr
11806,Sarımsak yedim.,Nötr
11807,Marul yedim.,Nötr
11808,Ispanak yedim.,Nötr
11809,Patates yedim.,Nötr
11810,Pirinç yedim.,Nötr
11811,Makarna yedim.,Nötr
11812,Ekmek yedim.,Nötr
11813,Tavuk yedim.,Nötr
11814,Balık yedim.,Nötr
11815,Et yedim.,Nötr
11816,Yumurta yedim.,Nötr
11817,Süt içtim.,Nötr
11818,Yoğurt yedim.,Nötr
11819,Peynir yedim.,Nötr
11820,Zeytin yedim.,Nötr
11821,Ayran içtim.,Nötr
11822,Şalgam içtim.,Nötr
11823,Su içtim.,Nötr
11824,Limonata içtim.,Nötr
11825,Soda içtim.,Nötr
11826,Meyve suyu içtim.,Nötr
11827,Çay içtim.,Nötr
11828,Kahve içtim.,Nötr
11829,Bugün hava güneşli.,Nötr
11830,Bugün hava yağmurlu.,Nötr
11831,Bugün hava karlı.,Nötr
11832,Bugün hava rüzgarlı.,Nötr
11833,Bugün hava bulutlu.,Nötr
11834,Bugün hava sisli.,Nötr
11835,Dışarı çıkıyorum.,Nötr
11836,Eve geliyorum.,Nötr
11837,Alışveriş yapıyorum.,Nötr
11838,Temizlik yapıyorum.,Nötr
11839,Yemek pişiriyorum.,Nötr
11840,Ders çalışıyorum.,Nötr
11841,Film izliyorum.,Nötr
11842,Oyun oynuyorum.,Nötr
11843,Resim yapıyorum.,Nötr
11844,Şarkı söylüyorum.,Nötr
11845,Gülümsemeye çalışıyorum.,Nötr
11846,Nefes alıyorum.,Nötr
11847,Düşünüyorum.,Nötr
11848,Plan yapıyorum.,Nötr
11849,Hedef belirliyorum.,Nötr
11850,Kendime zaman ayırıyorum.,Nötr
11851,Ailemle vakit geçiriyorum.,Nötr
11852,Arkadaşlarımla konuşuyorum.,Nötr
11853,Evcil hayvanımla oynuyorum.,Nötr
11854,Bahçeyle ilgileniyorum.,Nötr
11855,Seyahat ediyorum.,Nötr
11856,Yeni şeyler öğreniyorum.,Nötr
11857,Gönüllü işler yapıyorum.,Nötr
11858,Yardım ediyorum.,Nötr
11859,Dinleniyorum.,Nötr
11860,Hayat devam ediyor.,Nötr
11861,Bir şeyler yapmam gerekiyor.,Nötr
11862,Vakit geçiyor.,Nötr
11863,İleriye bakıyorum.,Nötr
11864,Her şey yolunda.,Nötr
11865,"Güneş içimde doğuyor, her şey pırıl pırıl!",Mutluluk
11866,"Kalbim şarkı söylüyor, ruhum dans ediyor.",Mutluluk
11867,"Hayat bir mucize gibi, her anı dolu dolu yaşıyorum.",Mutluluk
11868,"İçimde kelebekler uçuşuyor, tarifsiz bir coşku var.",Mutluluk
11869,"Gülmekten yanaklarım ağrıyor, ne kadar güzel bir duygu!",Mutluluk
11870,"Dünya bugün bana gülümsüyor, ben de ona.",Mutluluk
11871,"Kendimi kuş gibi hafif hissediyorum, özgürce uçabilirim.",Mutluluk
11872,"İyi ki varsın hayat, iyi ki bu kadar güzelsin!",Mutluluk
11873,"Her şey yolunda, içim içime sığmıyor.",Mutluluk
11874,"Bugün benim günüm, mutluluktan havalara uçuyorum.",Mutluluk
11875,"Gözlerim parlıyor, içimdeki neşeyi saklayamıyorum.",Mutluluk
11876,"Her şey mümkün, hayallerim gerçek oluyor.",Mutluluk
11877,"Şükürler olsun, hayat bana gülümsüyor.",Mutluluk
11878,"İçimdeki çocuk yeniden uyandı, oyun oynamak istiyorum.",Mutluluk
11879,"Kalbim sevgiyle dolup taşıyor, herkese vermek istiyorum.",Mutluluk
11880,"Bugün her şey daha güzel, daha anlamlı.",Mutluluk
11881,"Gelecek güzel günlere koşuyorum, umut dolu bir kalple.",Mutluluk
11882,"Etrafımdaki güzellikleri fark ediyorum, hayata minnettarım.",Mutluluk
11883,"İçimdeki ışık hiç sönmeyecek, her zaman parlayacak.",Mutluluk
11884,"Hayatımın en güzel anlarını yaşıyorum, tadını çıkarıyorum.",Mutluluk
11885,Mutluluktan ağlayacağım neredeyse!,Mutluluk
11886,Bu kadar mutlu olmayı hak ettim.,Mutluluk
11887,İçim huzurla doldu taştı.,Mutluluk
11888,Hayatımın en güzel günlerinden biri.,Mutluluk
11889,Mutluluk sarhoşuyum.,Mutluluk
11890,Yüzümdeki gülümseme hiç silinmeyecek gibi.,Mutluluk
11891,Kendimi çok enerjik hissediyorum.,Mutluluk
11892,Hayata pozitif bakıyorum.,Mutluluk
11893,Her şey istediğim gibi gidiyor.,Mutluluk
11894,Bu anın tadını çıkarıyorum.,Mutluluk
11895,İçimde tarifsiz bir sevinç var.,Mutluluk
11896,Kendimi şanslı hissediyorum.,Mutluluk
11897,Gelecekten umutluyum.,Mutluluk
11898,Hayatı seviyorum.,Mutluluk
11899,Küçük şeylerden mutlu oluyorum.,Mutluluk
11900,Etrafıma neşe saçıyorum.,Mutluluk
11901,Hayat güzel sürprizlerle dolu.,Mutluluk
11902,Kendimi güvende hissediyorum.,Mutluluk
11903,İç sesim bana iyi şeyler söylüyor.,Mutluluk
11904,Her şey mükemmel.,Mutluluk
11905,Hayatımın anlamını buldum.,Mutluluk
11906,Mutluluk bulaşıcıdır.,Mutluluk
11907,Kendimi genç hissediyorum.,Mutluluk
11908,Hayatı dolu dolu yaşıyorum.,Mutluluk
11909,İçimde coşku var.,Mutluluk
11910,Hayata gülümsüyorum.,Mutluluk
11911,Her şey mümkün.,Mutluluk
11912,Kendime inanıyorum.,Mutluluk
11913,Hayat bir hediye.,Mutluluk
11914,Kendimi çok iyi hissediyorum.,Mutluluk
11915,Bugün dünya benim için dönüyor.,Mutluluk
11916,Her şey harika olacak.,Mutluluk
11917,İçimde bir bahar yaşıyorum.,Mutluluk
11918,Hayatımda yeni bir sayfa açıyorum.,Mutluluk
11919,Her şey olması gerektiği gibi.,Mutluluk
11920,Kendimi tamamlanmış hissediyorum.,Mutluluk
11921,Mutluluk içimde saklı.,Mutluluk
11922,Kendime değer veriyorum.,Mutluluk
11923,Hayat bir oyun.,Mutluluk
11924,Kendimi seviyorum.,Mutluluk
11925,Bugün çok güzel bir gün.,Mutluluk
11926,Her şey yolunda.,Mutluluk
11927,Kendimi huzurlu hissediyorum.,Mutluluk
11928,Hayatımda denge var.,Mutluluk
11929,Kendimi güçlü hissediyorum.,Mutluluk
11930,Hayat bir yolculuk.,Mutluluk
11931,Kendimi özgür hissediyorum.,Mutluluk
11932,Her şey çok güzel.,Mutluluk
11933,Kendimi mutlu hissediyorum.,Mutluluk
11934,Hayat mucizelerle dolu.,Mutluluk
11935,Kendimi şanslı hissediyorum.,Mutluluk
11936,Hayat bana gülümsüyor.,Mutluluk
11937,Kendimi enerjik hissediyorum.,Mutluluk
11938,Hayatım anlamlı.,Mutluluk
11939,Kendimi güvende hissediyorum.,Mutluluk
11940,Hayat güzel.,Mutluluk
11941,Kendimi iyi hissediyorum.,Mutluluk
11942,Hayat bir armağan.,Mutluluk
11943,Kendimi pozitif hissediyorum.,Mutluluk
11944,Hayat coşku dolu.,Mutluluk
11945,Kendimi huzurlu hissediyorum.,Mutluluk
11946,Bugün içim içime sığmıyor.,Mutluluk
11947,Her şey istediğim gibi gelişiyor.,Mutluluk
11948,Kalbim sevinçle doldu.,Mutluluk
11949,Hayata yeniden doğmuş gibiyim.,Mutluluk
11950,Mutluluğumun tarifi yok.,Mutluluk
11951,İçim kıpır kıpır.,Mutluluk
11952,Gözlerim ışıl ışıl parlıyor.,Mutluluk
11953,Yüzümdeki gülümseme hiç solmayacak.,Mutluluk
11954,Mutluluktan ayaklarım yerden kesildi.,Mutluluk
11955,İçimde gökkuşağı açtı.,Mutluluk
11956,Dünya daha güzel bir yer oldu.,Mutluluk
11957,Kalbim kuş gibi çırpınıyor.,Mutluluk
11958,Hayatıma anlam katan her şeye şükürler olsun.,Mutluluk
11959,Kendimi çok özel hissediyorum.,Mutluluk
11960,"Mutluluk her yerde, yeter ki görelim.",Mutluluk
11961,Hayatımın en güzel evresindeyim.,Mutluluk
11962,İçim umut dolu.,Mutluluk
11963,Hayatıma renk geldi.,Mutluluk
11964,Mutluluk bana çok yakıştı.,Mutluluk
11965,Kendimi dünyanın en mutlu insanı hissediyorum.,Mutluluk
11966,Hayatımda her şey yolunda.,Mutluluk
11967,Mutluluğun formülünü buldum.,Mutluluk
11968,İçimdeki neşe hiç bitmeyecek.,Mutluluk
11969,Hayatımın en güzel sürprizini yaşadım.,Mutluluk
11970,Geleceğe umutla bakıyorum.,Mutluluk
11971,Mutluluk benimle birlikte.,Mutluluk
11972,Kendimi çok şanslı hissediyorum.,Mutluluk
11973,Hayat bana gülümsedi.,Mutluluk
11974,"Keşke farklı davransaydım, içimde büyük bir pişmanlık var.",Suçluluk
11975,Yaptığım hatanın ağırlığı altında eziliyorum.,Suçluluk
11976,"Ona karşı böyle davranmamalıydım, kendimi affedemiyorum.",Suçluluk
11977,Sözlerimle onu kırdığım için çok üzgünüm.,Suçluluk
11978,Bu vicdan azabıyla nasıl yaşayacağım bilmiyorum.,Suçluluk
11979,Olayların bu noktaya gelmesinde benim de payım var.,Suçluluk
11980,"Daha dikkatli olmalıydım, sonuçları düşünmeliydim.",Suçluluk
11981,"Bu yükü taşımakta zorlanıyorum, çok pişmanım.",Suçluluk
11982,Ona yalan söylediğim için kendimden utanıyorum.,Suçluluk
11983,Böyle davranarak onu hayal kırıklığına uğrattım.,Suçluluk
11984,"Sorumluluğumu yerine getirmedim, bu beni kahrediyor.",Suçluluk
11985,Ona ihanet ettiğim için kendimi affetmeyeceğim.,Suçluluk
11986,Bu kadar bencilce davranmamalıydım.,Suçluluk
11987,Onu yüzüstü bıraktığım için içim içimi yiyor.,Suçluluk
11988,Bu sırrı saklamak beni hasta ediyor.,Suçluluk
11989,"Keşke susmasaydım, konuşmalıydım.",Suçluluk
11990,Onun bana ihtiyacı varken yanında olamadım.,Suçluluk
11991,Ona karşı dürüst olamadığım için kendime kızgınım.,Suçluluk
11992,Bu hatayı nasıl telafi edeceğimi bilmiyorum.,Suçluluk
11993,Böyle bir şey yaptığıma inanamıyorum.,Suçluluk
11994,Bu konuda sessiz kalmam büyük bir hataydı.,Suçluluk
11995,Ona yeterince destek olamadığım için kendimi suçlu hissediyorum.,Suçluluk
11996,Davranışlarımın sonuçlarını şimdi daha iyi anlıyorum ve pişmanım.,Suçluluk
11997,Ona karşı adil davranmadığım için içim rahat değil.,Suçluluk
11998,"Keşke daha anlayışlı olsaydım, şimdi çok pişmanım.",Suçluluk
11999,Ona kötü sözler söylediğim için kendimi affedemiyorum.,Suçluluk
12000,Bu olayda benim de sorumluluğum olduğunu biliyorum ve bu beni üzüyor.,Suçluluk
12001,Ona karşı yapmamam gereken bir şey yaptım.,Suçluluk
12002,Bu hatayı nasıl düzelteceğimi bilemiyorum.,Suçluluk
12003,Ona karşı yanlış bir karar verdim.,Suçluluk
12004,Ona gereken değeri vermediğimi fark ettim.,Suçluluk
12005,Keşke daha farklı bir yol izleseydim.,Suçluluk
12006,Ona olan borcumu nasıl ödeyeceğimi bilmiyorum.,Suçluluk
12007,Ona karşı duyarsız davrandım.,Suçluluk
12008,Bu konuda kendimi çok yetersiz hissediyorum.,Suçluluk
12009,Ona karşı verdiğim sözü tutamadım.,Suçluluk
12010,Keşke daha cesur olsaydım.,Suçluluk
12011,Ona karşı saygısızca davrandım.,Suçluluk
12012,Bu durumu düzeltmek için ne yapabilirim bilmiyorum.,Suçluluk
12013,Ona karşı anlayışsız davrandım.,Suçluluk
12014,Ona karşı haksızlık ettim.,Suçluluk
12015,Keşke daha iyi bir insan olsaydım.,Suçluluk
12016,Ona karşı sert davrandım.,Suçluluk
12017,Bu konuda kendimi çok suçlu hissediyorum.,Suçluluk
12018,Ona karşı kötü bir örnek oldum.,Suçluluk
12019,Keşke daha dikkatli olsaydım.,Suçluluk
12020,Ona karşı ilgisiz davrandım.,Suçluluk
12021,Bu konuda kendimi çok pişman hissediyorum.,Suçluluk
12022,Ona karşı bencil davrandım.,Suçluluk
12023,Bu konuda kendimi çok kötü hissediyorum.,Suçluluk
12024,Onu hayal kırıklığına uğrattım.,Suçluluk
12025,Ona karşı soğuk davrandım.,Suçluluk
12026,Bu hatayı yaptığıma inanamıyorum.,Suçluluk
12027,Ona karşı acımasız davrandım.,Suçluluk
12028,Ona karşı umursamaz davrandım.,Suçluluk
12029,Onu incittiğim için çok üzgünüm.,Suçluluk
12030,Ona karşı düşüncesiz davrandım.,Suçluluk
12031,Ona karşı adaletsiz davrandım.,Suçluluk
12032,Onu kırdığım için çok pişmanım.,Suçluluk
12033,Ona karşı yanlış yaptım.,Suçluluk
12034,Ona karşı kötü davrandım.,Suçluluk
12035,Ona karşı saygısızlık ettim.,Suçluluk
12036,Ona karşı destek olmadım.,Suçluluk
12037,Ona karşı yalan söyledim.,Suçluluk
12038,Ona karşı dürüst olmadım.,Suçluluk
12039,Ona karşı gizli davrandım.,Suçluluk
12040,Ona karşı açık olmadım.,Suçluluk
12041,Ona karşı samimi olmadım.,Suçluluk
12042,Ona karşı içten davranmadım.,Suçluluk
12043,Ona karşı sevgi göstermedim.,Suçluluk
12044,Ona karşı şefkat göstermedim.,Suçluluk
12045,Ona karşı merhamet göstermedim.,Suçluluk
12046,Ona karşı empati kurmadım.,Suçluluk
12047,Ona karşı anlayış göstermedim.,Suçluluk
12048,Ona karşı sabır göstermedim.,Suçluluk
12049,Ona karşı hoşgörülü olmadım.,Suçluluk
12050,Ona karşı yapıcı olmadım.,Suçluluk
12051,Ona karşı çözüm odaklı olmadım.,Suçluluk
12052,Ona karşı yapmam gerekeni yapmadım.,Suçluluk
12053,Ona karşı sorumluluğumu yerine getirmedim.,Suçluluk
12054,Ona karşı görevimi ihmal ettim.,Suçluluk
12055,Ona karşı vazifemi yerine getirmedim.,Suçluluk
12056,Ona karşı kötü bir etki bıraktım.,Suçluluk
12057,Ona karşı zararlı oldum.,Suçluluk
12058,Ona karşı yıkıcı oldum.,Suçluluk
12059,Ona karşı olumsuz davrandım.,Suçluluk
12060,Ona karşı karamsar davrandım.,Suçluluk
12061,Ona karşı kötümser davrandım.,Suçluluk
12062,Ona karşı umutsuz davrandım.,Suçluluk
12063,Ona karşı enerji vermedim.,Suçluluk
12064,Ona karşı moral vermedim.,Suçluluk
12065,Ona karşı destekleyici olmadım.,Suçluluk
12066,Ona karşı cesaret vermedim.,Suçluluk
12067,Ona karşı motive etmedim.,Suçluluk
12068,Ona karşı ilham vermedim.,Suçluluk
12069,Ona karşı yol göstermedim.,Suçluluk
12070,Ona karşı rehberlik etmedim.,Suçluluk
12071,Ona karşı yardımcı olmadım.,Suçluluk
12072,Ona karşı kolaylık sağlamadım.,Suçluluk
12073,Ona karşı zorluk çıkardım.,Suçluluk
12074,Ona karşı engel oldum.,Suçluluk
12075,Ona karşı köstek oldum.,Suçluluk
12076,Bu yaptığın saygısızlık beni deli ediyor!,Öfke
12077,Sinirden ne yapacağımı şaşırıyorum!,Öfke
12078,"Yeter artık, sabrımı taşırma!",Öfke
12079,"Bu kadarını beklemiyordum, çok kızgınım!",Öfke
12080,Neden sürekli beni sinirlendiriyorsun?,Öfke
12081,Kendimi kaybetmek üzereyim!,Öfke
12082,Bu haksızlığa tahammül edemiyorum!,Öfke
12083,Beni aptal yerine koymaya çalışma!,Öfke
12084,Kontrolümü kaybediyorum!,Öfke
12085,Bu davranışın affedilir gibi değil!,Öfke
12086,Senin yüzünden sinir krizi geçireceğim!,Öfke
12087,Beni çileden çıkarmayı başardın!,Öfke
12088,Bu nasıl bir sorumsuzluk!,Öfke
12089,Artık sus ve dinle!,Öfke
12090,Bu kadar umursamaz olamazsın!,Öfke
12091,Patlamak üzereyim!,Öfke
12092,Bu durum beni çok gerdi!,Öfke
12093,Bana bağırma!,Öfke
12094,Bu işi batırdın!,Öfke
12095,Sana güvenmekle hata ettim!,Öfke
12096,İçim içimi yiyor!,Öfke
12097,Bu davranışın beni hayal kırıklığına uğrattı!,Öfke
12098,Bu kadar bencil olamazsın!,Öfke
12099,Hesabını soracağım!,Öfke
12100,Bu yapılanı asla unutmayacağım!,Öfke
12101,Gözüme görünme!,Öfke
12102,Bu ne cüret!,Öfke
12103,Senden nefret ediyorum!,Öfke
12104,Keşke seni hiç tanımasaydım!,Öfke
12105,Yüzünü görmek bile istemiyorum!,Öfke
12106,Defol git!,Öfke
12107,Canımı yakıyorsun!,Öfke
12108,Beni hasta ediyorsun!,Öfke
12109,Bu kadar acımasız olamazsın!,Öfke
12110,Aklımı kaçıracağım!,Öfke
12111,Bu öfkeyle başa çıkamıyorum!,Öfke
12112,Sana çok kırgınım!,Öfke
12113,Bu kadarını hak etmemiştim!,Öfke
12114,Bana bunu nasıl yaparsın?,Öfke
12115,Elim ayağıma dolaşıyor!,Öfke
12116,Bu kadar vurdumduymaz olamazsın!,Öfke
12117,Senin yüzünden her şey mahvoldu!,Öfke
12118,Beni hayattan soğuttun!,Öfke
12119,Bu kadar anlayışsız olamazsın!,Öfke
12120,Seninle aynı havayı solumak bile istemiyorum!,Öfke
12121,Beni deli ediyorsun!,Öfke
12122,Seninle işim bitti!,Öfke
12123,Bu kadar umursamaz olmana dayanamıyorum!,Öfke
12124,Beni çok sinirlendirdin!,Öfke
12125,Seninle konuşmak bile istemiyorum!,Öfke
12126,Bu kadar egoist olamazsın!,Öfke
